Transaction_ID,Date,Region,Category,Campaign_Name,Local_Currency,Local_Amount,Exchange_Rate,Spend_USD
TXN-535564,23-06-25,Asia,Event Logistics,Spring Builder Cohort,SGD,1022.6,1.361,751.37
TXN-704154,23-06-25,Africa,Marketing,Spring Builder Cohort,NGN,2653.21,1154.9156,2.3
TXN-831893,23-06-25,Asia,Marketing,Regional Meetups,SGD,3117.35,1.3656,2282.84
TXN-593216,23-06-25,Africa,Event Logistics,Organic/None,NGN,1039.08,1097.6248,0.95
TXN-171296,23-06-25,Africa,Bounties,Core Contributor Fund,NGN,756.69,1105.4866,0.68
TXN-680147,23-06-25,Europe,Bounties,Core Contributor Fund,EUR,944.46,0.9079,1040.25
TXN-746174,23-06-25,Americas,Developer Grants,Global Hackathon,USD,42752.45,0.9531,44856.06
TXN-896787,23-06-25,Asia,Developer Grants,Spring Builder Cohort,SGD,17667,1.3921,12690.74
TXN-182970,23-06-25,Europe,Bounties,Spring Builder Cohort,EUR,2117.81,0.947,2236.38
TXN-234974,23-06-25,Africa,Bounties,Spring Builder Cohort,NGN,364.93,1132.1104,0.32
TXN-526674,23-06-25,Africa,Developer Grants,Regional Meetups,NGN,22260.93,1152.4666,19.32
TXN-212858,24-06-25,Africa,Developer Grants,Organic/None,NGN,7621.36,1167.6262,6.53
TXN-659834,24-06-25,Africa,Bounties,Regional Meetups,NGN,8777.27,1171.849,7.49
TXN-395140,24-06-25,Asia,Bounties,Global Hackathon,SGD,13355.78,1.3148,10157.67
TXN-756578,24-06-25,Africa,Bounties,Global Hackathon,NGN,11465.14,1105.081,10.37
TXN-364208,24-06-25,Asia,Developer Grants,Global Hackathon,SGD,2694.65,1.3279,2029.3
TXN-520331,24-06-25,Americas,Bounties,Global Hackathon,USD,375.16,0.971,386.35
TXN-609179,24-06-25,Africa,Event Logistics,Regional Meetups,NGN,1860.54,1154.9293,1.61
TXN-879648,24-06-25,Americas,Developer Grants,Spring Builder Cohort,USD,4699.25,1.0033,4683.96
TXN-625285,24-06-25,Europe,Developer Grants,Spring Builder Cohort,EUR,6356.01,0.9584,6631.92
TXN-841570,24-06-25,Americas,Event Logistics,Spring Builder Cohort,USD,38748.3,1.0259,37769.73
TXN-248515,24-06-25,Americas,Event Logistics,Spring Builder Cohort,USD,8802.98,0.99,8891.58
TXN-667577,24-06-25,Europe,Bounties,Organic/None,EUR,1789.57,0.9409,1901.91
TXN-379818,24-06-25,Asia,Marketing,Organic/None,SGD,2616.99,1.297,2017.7
TXN-191594,25-06-25,Americas,Bounties,Global Hackathon,USD,565.37,0.9907,570.7
TXN-746868,25-06-25,Africa,Developer Grants,Spring Builder Cohort,NGN,28323.84,1145.0553,24.74
TXN-693990,25-06-25,Africa,Platform Subs,Organic/None,NGN,576.88,1149.7148,0.5
TXN-760183,25-06-25,Africa,Developer Grants,Organic/None,NGN,1286.01,1155.0569,1.11
TXN-211118,25-06-25,Europe,Bounties,Core Contributor Fund,EUR,1967.63,0.9529,2064.98
TXN-936429,25-06-25,Africa,Event Logistics,Spring Builder Cohort,NGN,15343.93,1168.826,13.13
TXN-322047,25-06-25,Europe,Marketing,Core Contributor Fund,EUR,817.26,0.9588,852.37
TXN-279300,25-06-25,Americas,Event Logistics,Organic/None,USD,94215.2,1.0457,90101.43
TXN-578751,25-06-25,Americas,Bounties,Global Hackathon,USD,4048.01,1.0276,3939.47
TXN-820080,25-06-25,Africa,Marketing,Spring Builder Cohort,NGN,528,1105.7195,0.48
TXN-891376,25-06-25,Europe,Event Logistics,Global Hackathon,EUR,17453.82,0.9305,18756.55
TXN-320638,25-06-25,Europe,Marketing,Organic/None,EUR,684.97,0.9034,758.25
TXN-940477,25-06-25,Africa,Developer Grants,Organic/None,NGN,42974.12,1142.4554,37.62
TXN-513090,25-06-25,Asia,Developer Grants,Regional Meetups,SGD,97855.37,1.341,72970.1
TXN-940125,25-06-25,Europe,Developer Grants,Global Hackathon,EUR,36097.18,0.8815,40949.05
TXN-620317,26-06-25,Americas,Marketing,Core Contributor Fund,USD,2300.87,1.0454,2201.03
TXN-137343,26-06-25,Africa,Developer Grants,Spring Builder Cohort,NGN,83170.5,1130.4981,73.57
TXN-978809,26-06-25,Americas,Developer Grants,Core Contributor Fund,USD,25661.39,1.0009,25639.07
TXN-321888,26-06-25,Africa,Developer Grants,Spring Builder Cohort,NGN,2431.77,1097.3407,2.22
TXN-204820,26-06-25,Africa,Developer Grants,Spring Builder Cohort,NGN,2587.44,1142.3786,2.26
TXN-228211,26-06-25,Europe,Developer Grants,Core Contributor Fund,EUR,50332.5,0.9106,55271.59
TXN-834742,26-06-25,Africa,Event Logistics,Organic/None,NGN,13518.55,1120.8173,12.06
TXN-560522,26-06-25,Europe,Platform Subs,Organic/None,EUR,2184.12,0.9152,2386.43
TXN-984801,26-06-25,Africa,Developer Grants,Core Contributor Fund,NGN,7688.21,1135.2309,6.77
TXN-266083,26-06-25,Asia,Event Logistics,Spring Builder Cohort,SGD,38755.71,1.3336,29061.45
TXN-213394,26-06-25,Europe,Developer Grants,Global Hackathon,EUR,4697.08,0.9217,5095.9
TXN-210047,27-06-25,Asia,Platform Subs,Organic/None,SGD,835.84,1.3966,598.47
TXN-653815,27-06-25,Americas,Bounties,Core Contributor Fund,USD,1360.61,0.9565,1422.45
TXN-710355,27-06-25,Europe,Bounties,Core Contributor Fund,EUR,396.95,0.9179,432.44
TXN-385954,27-06-25,Africa,Developer Grants,Global Hackathon,NGN,5990,1174.2451,5.1
TXN-182439,27-06-25,Africa,Bounties,Regional Meetups,NGN,1549.62,1129.6086,1.37
TXN-955056,27-06-25,Africa,Developer Grants,Global Hackathon,NGN,263767.85,1109.819,237.67
TXN-749689,27-06-25,Europe,Developer Grants,Regional Meetups,EUR,10363.12,0.9256,11195.73
TXN-547814,27-06-25,Africa,Bounties,Global Hackathon,NGN,5080.66,1150.1146,4.42
TXN-217648,27-06-25,Americas,Event Logistics,Organic/None,USD,67272.34,0.9549,70450.57
TXN-838543,27-06-25,Europe,Developer Grants,Regional Meetups,EUR,16925.15,0.9416,17974.48
TXN-631467,27-06-25,Africa,Platform Subs,Organic/None,NGN,1345.47,1167.0062,1.15
TXN-894480,27-06-25,Africa,Developer Grants,Spring Builder Cohort,NGN,6837.47,1120.3466,6.1
TXN-180570,28-06-25,Asia,Event Logistics,Core Contributor Fund,SGD,112626.14,1.3151,85640.2
TXN-215517,28-06-25,Europe,Developer Grants,Core Contributor Fund,EUR,31992.65,0.8893,35974.3
TXN-417715,28-06-25,Africa,Bounties,Global Hackathon,NGN,4890.66,1099.6753,4.45
TXN-660591,28-06-25,Asia,Marketing,Core Contributor Fund,SGD,1095.65,1.3577,807
TXN-331746,28-06-25,Americas,Platform Subs,Organic/None,USD,1646.04,0.9779,1683.27
TXN-375899,28-06-25,Europe,Bounties,Global Hackathon,EUR,1303.86,0.9,1448.69
TXN-567667,28-06-25,Africa,Platform Subs,Organic/None,NGN,2558.48,1111.6131,2.3
TXN-622904,28-06-25,Americas,Event Logistics,Spring Builder Cohort,USD,6003.95,0.9682,6200.86
TXN-988704,28-06-25,Americas,Developer Grants,Regional Meetups,USD,4676.37,1.0303,4538.73
TXN-339967,28-06-25,Africa,Marketing,Global Hackathon,NGN,5246.56,1182.9482,4.44
TXN-669560,28-06-25,Africa,Event Logistics,Organic/None,NGN,211100.21,1094.4987,192.87
TXN-619405,28-06-25,Americas,Event Logistics,Spring Builder Cohort,USD,7149.53,0.9619,7432.64
TXN-911176,28-06-25,Africa,Platform Subs,Organic/None,NGN,1070.48,1152.9129,0.93
TXN-191080,28-06-25,Europe,Bounties,Organic/None,EUR,5009.27,0.8761,5717.88
TXN-735154,28-06-25,Asia,Platform Subs,Organic/None,SGD,1305.1,1.3385,975.08
TXN-318967,28-06-25,Africa,Developer Grants,Core Contributor Fund,NGN,35094.3,1140.6764,30.77
TXN-187087,28-06-25,Europe,Developer Grants,Global Hackathon,EUR,1307.58,0.8878,1472.89
TXN-195343,28-06-25,Europe,Bounties,Core Contributor Fund,EUR,1854.37,0.9346,1984.19
TXN-167661,29-06-25,Africa,Developer Grants,Spring Builder Cohort,NGN,4324.45,1179.8949,3.67
TXN-384949,29-06-25,Europe,Developer Grants,Core Contributor Fund,EUR,7568.93,0.9631,7858.57
TXN-107176,29-06-25,Africa,Bounties,Global Hackathon,NGN,2376.48,1177.914,2.02
TXN-199341,29-06-25,Africa,Marketing,Regional Meetups,NGN,789.09,1188.2183,0.66
TXN-638285,29-06-25,Africa,Platform Subs,Organic/None,NGN,1500.91,1201.0649,1.25
TXN-276050,29-06-25,Africa,Marketing,Regional Meetups,NGN,3570.62,1106.1044,3.23
TXN-956306,29-06-25,Africa,Bounties,Regional Meetups,NGN,362.74,1109.7858,0.33
TXN-722793,29-06-25,Africa,Event Logistics,Core Contributor Fund,NGN,418170.77,1133.1865,369.02
TXN-127139,29-06-25,Americas,Bounties,Global Hackathon,USD,1111.22,0.9916,1120.64
TXN-672427,29-06-25,Americas,Developer Grants,Spring Builder Cohort,USD,3331.53,1.0196,3267.63
TXN-152268,29-06-25,Americas,Event Logistics,Regional Meetups,USD,19470.69,1.0137,19207.97
TXN-671308,29-06-25,Asia,Developer Grants,Global Hackathon,SGD,2689.42,1.4104,1906.83
TXN-937887,29-06-25,Africa,Developer Grants,Global Hackathon,NGN,33985.13,1129.7889,30.08
TXN-127941,29-06-25,Africa,Event Logistics,Global Hackathon,NGN,5771.69,1167.3747,4.94
TXN-551448,30-06-25,Europe,Developer Grants,Organic/None,EUR,13843,0.9428,14682.59
TXN-261661,30-06-25,Africa,Event Logistics,Global Hackathon,NGN,6622.65,1160.9055,5.7
TXN-476890,30-06-25,Asia,Bounties,Global Hackathon,SGD,892.47,1.296,688.65
TXN-881943,30-06-25,Africa,Developer Grants,Core Contributor Fund,NGN,25191.32,1159.4217,21.73
TXN-935018,30-06-25,Americas,Marketing,Organic/None,USD,9035.73,1.0307,8766.98
TXN-904597,30-06-25,Europe,Developer Grants,Regional Meetups,EUR,57646.72,0.9072,63543.97
TXN-579702,30-06-25,Africa,Bounties,Organic/None,NGN,988.65,1136.7817,0.87
TXN-544776,30-06-25,Europe,Developer Grants,Organic/None,EUR,146738.56,0.8864,165536.75
TXN-422786,30-06-25,Europe,Event Logistics,Regional Meetups,EUR,1126.48,0.9164,1229.19
TXN-770179,30-06-25,Africa,Bounties,Organic/None,NGN,4148.36,1106.2745,3.75
TXN-894878,30-06-25,Africa,Bounties,Core Contributor Fund,NGN,1752.54,1170.2858,1.5
TXN-191328,30-06-25,Africa,Developer Grants,Spring Builder Cohort,NGN,22773.02,1118.7999,20.35
TXN-377883,30-06-25,Africa,Developer Grants,Core Contributor Fund,NGN,13977.88,1123.4568,12.44
TXN-522446,30-06-25,Europe,Developer Grants,Regional Meetups,EUR,10186.56,0.9551,10665.57
TXN-737462,01-07-25,Americas,Event Logistics,Core Contributor Fund,USD,65897.24,1.0087,65328.85
TXN-972689,01-07-25,Europe,Developer Grants,Global Hackathon,EUR,80633.54,0.9147,88155.54
TXN-162448,01-07-25,Americas,Developer Grants,Organic/None,USD,15968.34,0.9733,16406.22
TXN-584699,01-07-25,Asia,Platform Subs,Organic/None,SGD,3454.78,1.3388,2580.43
TXN-820394,01-07-25,Asia,Developer Grants,Core Contributor Fund,SGD,97786.74,1.3639,71696.91
TXN-379143,01-07-25,Africa,Event Logistics,Core Contributor Fund,NGN,11027.29,1140.0902,9.67
TXN-998212,01-07-25,Asia,Developer Grants,Global Hackathon,SGD,12144.19,1.4084,8622.53
TXN-967233,01-07-25,Americas,Bounties,Organic/None,USD,2306.54,1.0143,2273.92
TXN-208894,01-07-25,Americas,Bounties,Organic/None,USD,1939.59,0.9973,1944.8
TXN-157545,01-07-25,Americas,Developer Grants,Regional Meetups,USD,866,0.9555,906.36
TXN-601738,01-07-25,Africa,Bounties,Global Hackathon,NGN,2730.15,1175.4667,2.32
TXN-778173,01-07-25,Africa,Platform Subs,Organic/None,NGN,252.53,1140.5004,0.22
TXN-457678,01-07-25,Africa,Bounties,Regional Meetups,NGN,1543.23,1153.0036,1.34
TXN-550463,01-07-25,Asia,Developer Grants,Spring Builder Cohort,SGD,148611.93,1.3854,107271.97
TXN-409945,01-07-25,Africa,Developer Grants,Spring Builder Cohort,NGN,3902.05,1151.7601,3.39
TXN-154026,01-07-25,Africa,Event Logistics,Regional Meetups,NGN,14062.81,1117.9691,12.58
TXN-914324,02-07-25,Africa,Marketing,Regional Meetups,NGN,10172.37,1130.3362,9
TXN-738112,02-07-25,Europe,Developer Grants,Global Hackathon,EUR,234727.31,0.9419,249210.76
TXN-745991,02-07-25,Europe,Marketing,Organic/None,EUR,1527.72,0.9408,1623.88
TXN-607405,02-07-25,Europe,Event Logistics,Regional Meetups,EUR,8010.95,0.9335,8581.76
TXN-680206,02-07-25,Asia,Event Logistics,Organic/None,SGD,63758.09,1.3247,48130.45
TXN-475055,02-07-25,Africa,Developer Grants,Global Hackathon,NGN,40282.98,1108.7185,36.33
TXN-704056,02-07-25,Asia,Developer Grants,Organic/None,SGD,58704.49,1.379,42569.15
TXN-420956,02-07-25,Africa,Developer Grants,Organic/None,NGN,34350.56,1185.59,28.97
TXN-592480,02-07-25,Asia,Platform Subs,Organic/None,SGD,2511.36,1.3326,1884.56
TXN-468350,02-07-25,Africa,Event Logistics,Regional Meetups,NGN,5175.44,1139.5798,4.54
TXN-412863,02-07-25,Europe,Developer Grants,Spring Builder Cohort,EUR,5593.9,0.889,6292.36
TXN-420787,02-07-25,Europe,Bounties,Core Contributor Fund,EUR,1591.83,0.8799,1809.19
TXN-713904,03-07-25,Africa,Event Logistics,Spring Builder Cohort,NGN,2648.09,1113.8246,2.38
TXN-633825,03-07-25,Europe,Developer Grants,Organic/None,EUR,8100.77,0.9071,8930.07
TXN-478471,03-07-25,Africa,Marketing,Global Hackathon,NGN,15575.23,1201.7718,12.96
TXN-988368,03-07-25,Americas,Platform Subs,Organic/None,USD,8112.17,1.0405,7796.41
TXN-533647,03-07-25,Americas,Bounties,Spring Builder Cohort,USD,721.65,0.9872,731.04
TXN-740416,03-07-25,Africa,Developer Grants,Global Hackathon,NGN,202086.45,1125.9658,179.48
TXN-707806,03-07-25,Africa,Developer Grants,Core Contributor Fund,NGN,7744.26,1135.0392,6.82
TXN-568979,03-07-25,Europe,Event Logistics,Regional Meetups,EUR,3152.7,0.9242,3411.23
TXN-247550,03-07-25,Europe,Developer Grants,Organic/None,EUR,34134.64,0.9402,36304.05
TXN-967392,03-07-25,Americas,Developer Grants,Regional Meetups,USD,12934.26,0.9501,13614.15
TXN-100615,03-07-25,Africa,Developer Grants,Organic/None,NGN,7947.83,1161.1162,6.84
TXN-835062,03-07-25,Europe,Developer Grants,Global Hackathon,EUR,46676.36,0.9447,49406.24
TXN-623562,03-07-25,Africa,Bounties,Organic/None,NGN,2067.15,1124.4084,1.84
TXN-151990,03-07-25,Europe,Event Logistics,Regional Meetups,EUR,1063.72,0.9353,1137.35
TXN-397391,04-07-25,Africa,Bounties,Regional Meetups,NGN,1139.23,1149.854,0.99
TXN-600234,04-07-25,Americas,Event Logistics,Organic/None,USD,13953.73,0.9989,13969.71
TXN-964297,04-07-25,Africa,Event Logistics,Core Contributor Fund,NGN,458.91,1105.26,0.42
TXN-743703,04-07-25,Africa,Event Logistics,Global Hackathon,NGN,341943.77,1122.0725,304.74
TXN-881527,04-07-25,Asia,Developer Grants,Core Contributor Fund,SGD,2916.41,1.2963,2249.81
TXN-866913,04-07-25,Americas,Event Logistics,Regional Meetups,USD,29769.07,0.9718,30632.07
TXN-660605,04-07-25,Americas,Developer Grants,Global Hackathon,USD,1967.46,0.9847,1997.99
TXN-706955,04-07-25,Africa,Bounties,Global Hackathon,NGN,1890.6,1207.4886,1.57
TXN-355905,04-07-25,Europe,Event Logistics,Global Hackathon,EUR,95611.4,0.9294,102869.82
TXN-291195,04-07-25,Africa,Event Logistics,Regional Meetups,NGN,1204.05,1131.2353,1.06
TXN-635511,04-07-25,Asia,Developer Grants,Organic/None,SGD,9432.57,1.2847,7342.18
TXN-357471,05-07-25,Africa,Developer Grants,Spring Builder Cohort,NGN,31111.51,1143.1881,27.21
TXN-516901,05-07-25,Americas,Bounties,Regional Meetups,USD,622.7,1.0055,619.29
TXN-928282,05-07-25,Europe,Event Logistics,Spring Builder Cohort,EUR,14977.27,0.9146,16376.01
TXN-615102,05-07-25,Africa,Bounties,Organic/None,NGN,1978.35,1139.6861,1.74
TXN-232910,05-07-25,Europe,Event Logistics,Spring Builder Cohort,EUR,57541.14,0.9479,60706.77
TXN-103468,05-07-25,Africa,Platform Subs,Organic/None,NGN,7484.98,1180.9039,6.34
TXN-961465,05-07-25,Europe,Developer Grants,Spring Builder Cohort,EUR,5361.61,0.8852,6056.93
TXN-863423,05-07-25,Africa,Developer Grants,Core Contributor Fund,NGN,6284.15,1137.8545,5.52
TXN-944898,05-07-25,Americas,Developer Grants,Spring Builder Cohort,USD,98994.71,1.0033,98668.56
TXN-576514,05-07-25,Asia,Marketing,Global Hackathon,SGD,189.97,1.3278,143.07
TXN-157155,05-07-25,Asia,Platform Subs,Organic/None,SGD,2811.6,1.3495,2083.4
TXN-337439,05-07-25,Americas,Developer Grants,Global Hackathon,USD,35756.31,0.9934,35993.61
TXN-426986,05-07-25,Africa,Platform Subs,Organic/None,NGN,1555.08,1126.0116,1.38
TXN-651990,06-07-25,Europe,Developer Grants,Regional Meetups,EUR,63288.65,0.9349,67696.54
TXN-895911,06-07-25,Europe,Developer Grants,Organic/None,EUR,12385.71,0.9034,13709.48
TXN-511236,06-07-25,Americas,Bounties,Organic/None,USD,1085.21,0.9509,1141.24
TXN-394585,06-07-25,Africa,Developer Grants,Core Contributor Fund,NGN,15791.53,1116.5863,14.14
TXN-929901,06-07-25,Americas,Developer Grants,Core Contributor Fund,USD,1809.18,0.9514,1901.52
TXN-940530,06-07-25,Africa,Event Logistics,Organic/None,NGN,17833.51,1201.8198,14.84
TXN-155178,06-07-25,Europe,Marketing,Core Contributor Fund,EUR,945.76,0.9467,999.03
TXN-642057,06-07-25,Africa,Bounties,Spring Builder Cohort,NGN,2834.76,1133.0301,2.5
TXN-366997,06-07-25,Africa,Developer Grants,Spring Builder Cohort,NGN,3310.74,1138.1147,2.91
TXN-735536,06-07-25,Africa,Platform Subs,Organic/None,NGN,2777.36,1126.904,2.46
TXN-155739,06-07-25,Americas,Event Logistics,Core Contributor Fund,USD,228.61,0.9699,235.7
TXN-603619,06-07-25,Americas,Developer Grants,Global Hackathon,USD,1473.05,1.0349,1423.39
TXN-661996,07-07-25,Americas,Developer Grants,Organic/None,USD,22153.44,1.0376,21350.64
TXN-176693,07-07-25,Asia,Marketing,Organic/None,SGD,4601.62,1.3213,3482.65
TXN-588562,07-07-25,Africa,Developer Grants,Regional Meetups,NGN,14723.65,1118.6234,13.16
TXN-253115,07-07-25,Americas,Developer Grants,Regional Meetups,USD,97836.68,1.0197,95941.86
TXN-359485,07-07-25,Africa,Developer Grants,Regional Meetups,NGN,5235.02,1129.2012,4.64
TXN-209767,07-07-25,Asia,Developer Grants,Organic/None,SGD,4229.1,1.313,3220.91
TXN-431236,07-07-25,Africa,Developer Grants,Regional Meetups,NGN,13579.03,1146.1777,11.85
TXN-244707,07-07-25,Europe,Developer Grants,Core Contributor Fund,EUR,49990.69,0.8942,55908.36
TXN-742757,07-07-25,Africa,Event Logistics,Global Hackathon,NGN,21429.97,1099.86,19.48
TXN-121281,07-07-25,Asia,Bounties,Core Contributor Fund,SGD,798.99,1.3364,597.88
TXN-967239,07-07-25,Europe,Developer Grants,Organic/None,EUR,11474.37,0.9016,12727.24
TXN-626249,07-07-25,Americas,Developer Grants,Regional Meetups,USD,5766.58,1.035,5571.83
TXN-282349,08-07-25,Americas,Developer Grants,Spring Builder Cohort,USD,15799.7,0.9868,16010.62
TXN-839791,08-07-25,Asia,Developer Grants,Global Hackathon,SGD,52906.06,1.3368,39578.03
TXN-813934,08-07-25,Americas,Event Logistics,Core Contributor Fund,USD,3203.8,0.9842,3255.13
TXN-640940,08-07-25,Asia,Developer Grants,Global Hackathon,SGD,5718.57,1.394,4102.19
TXN-448255,08-07-25,Americas,Developer Grants,Regional Meetups,USD,8429.96,0.9539,8837.18
TXN-141505,08-07-25,Africa,Event Logistics,Global Hackathon,NGN,17396.15,1117.9745,15.56
TXN-128400,08-07-25,Africa,Developer Grants,Regional Meetups,NGN,73992.68,1110.082,66.66
TXN-751809,08-07-25,Africa,Event Logistics,Spring Builder Cohort,NGN,22310.75,1205.9862,18.5
TXN-593663,08-07-25,Europe,Developer Grants,Spring Builder Cohort,EUR,17203.15,0.9611,17899.62
TXN-178591,09-07-25,Asia,Event Logistics,Organic/None,SGD,6214.16,1.3521,4595.96
TXN-292192,09-07-25,Europe,Event Logistics,Core Contributor Fund,EUR,344387.78,0.9622,357919.38
TXN-536149,09-07-25,Asia,Bounties,Global Hackathon,SGD,339.27,1.2983,261.32
TXN-384944,09-07-25,Asia,Developer Grants,Spring Builder Cohort,SGD,93550.87,1.2994,71993.18
TXN-702126,09-07-25,Americas,Bounties,Global Hackathon,USD,7611.75,1.0452,7282.5
TXN-129092,09-07-25,Africa,Bounties,Regional Meetups,NGN,512.56,1157.5444,0.44
TXN-965318,09-07-25,Americas,Developer Grants,Organic/None,USD,15852.59,1.0401,15241.6
TXN-167414,09-07-25,Asia,Bounties,Spring Builder Cohort,SGD,870.54,1.3571,641.46
TXN-758026,09-07-25,Americas,Developer Grants,Spring Builder Cohort,USD,21619.36,0.9673,22350.88
TXN-194488,09-07-25,Africa,Developer Grants,Global Hackathon,NGN,546090.38,1183.9581,461.24
TXN-640088,09-07-25,Africa,Developer Grants,Core Contributor Fund,NGN,34869.68,1102.5895,31.63
TXN-747908,09-07-25,Africa,Developer Grants,Regional Meetups,NGN,4581.83,1120.0116,4.09
TXN-351451,09-07-25,Africa,Developer Grants,Global Hackathon,NGN,2872.4,1152.558,2.49
TXN-520431,10-07-25,Asia,Developer Grants,Spring Builder Cohort,SGD,11282.76,1.349,8363.84
TXN-110749,10-07-25,Europe,Platform Subs,Organic/None,EUR,2648.84,0.8877,2983.83
TXN-746280,10-07-25,Africa,Marketing,Global Hackathon,NGN,1382.47,1129.9413,1.22
TXN-278632,10-07-25,Africa,Event Logistics,Regional Meetups,NGN,3308.23,1174.482,2.82
TXN-911028,10-07-25,Asia,Event Logistics,Core Contributor Fund,SGD,15269.5,1.3743,11110.78
TXN-476965,10-07-25,Europe,Event Logistics,Global Hackathon,EUR,60029.9,0.8946,67104.7
TXN-246731,10-07-25,Americas,Bounties,Organic/None,USD,2090.34,0.9576,2182.83
TXN-356174,10-07-25,Africa,Bounties,Organic/None,NGN,1609.75,1163.2033,1.38
TXN-439340,10-07-25,Africa,Event Logistics,Organic/None,NGN,1434.46,1186.5729,1.21
TXN-752632,10-07-25,Africa,Event Logistics,Global Hackathon,NGN,1332.3,1150.9667,1.16
TXN-371686,10-07-25,Africa,Platform Subs,Organic/None,NGN,615.9,1190.5695,0.52
TXN-791794,10-07-25,Europe,Event Logistics,Spring Builder Cohort,EUR,2824.33,0.909,3107.23
TXN-819623,10-07-25,Americas,Bounties,Core Contributor Fund,USD,297.63,1.013,293.82
TXN-232283,10-07-25,Africa,Bounties,Core Contributor Fund,NGN,4944.95,1191.208,4.15
TXN-650222,11-07-25,Africa,Developer Grants,Spring Builder Cohort,NGN,40917.9,1165.7141,35.1
TXN-385810,11-07-25,Europe,Event Logistics,Global Hackathon,EUR,3821.86,0.8768,4359.03
TXN-389194,11-07-25,Europe,Platform Subs,Organic/None,EUR,172.23,0.9598,179.45
TXN-844976,11-07-25,Africa,Event Logistics,Core Contributor Fund,NGN,20295.61,1201.6968,16.89
TXN-419187,11-07-25,Europe,Event Logistics,Global Hackathon,EUR,2951.2,0.9025,3270.11
TXN-826050,11-07-25,Americas,Bounties,Regional Meetups,USD,587.98,1.0208,576.03
TXN-296582,11-07-25,Europe,Bounties,Core Contributor Fund,EUR,1371.76,0.9082,1510.38
TXN-167215,11-07-25,Europe,Developer Grants,Regional Meetups,EUR,43450.52,0.8968,48451.09
TXN-776278,12-07-25,Europe,Marketing,Regional Meetups,EUR,1562.09,0.9047,1726.56
TXN-408792,12-07-25,Americas,Event Logistics,Global Hackathon,USD,9247.28,0.9613,9619.76
TXN-557943,12-07-25,Europe,Event Logistics,Global Hackathon,EUR,16159.69,0.9196,17572.35
TXN-894280,12-07-25,Africa,Developer Grants,Regional Meetups,NGN,9998.18,1168.3261,8.56
TXN-241406,12-07-25,Asia,Developer Grants,Organic/None,SGD,16094.8,1.4097,11417.01
TXN-208991,12-07-25,Europe,Developer Grants,Organic/None,EUR,94704.94,0.9362,101153.94
TXN-460532,12-07-25,Europe,Developer Grants,Global Hackathon,EUR,82521.12,0.9228,89426.38
TXN-766015,12-07-25,Africa,Bounties,Global Hackathon,NGN,599.45,1194.3463,0.5
TXN-191288,12-07-25,Europe,Bounties,Regional Meetups,EUR,1308.3,0.8816,1484.01
TXN-890716,12-07-25,Africa,Developer Grants,Spring Builder Cohort,NGN,1356.77,1106.0478,1.23
TXN-217286,12-07-25,Americas,Bounties,Spring Builder Cohort,USD,659.27,1.0222,644.93
TXN-470613,12-07-25,Americas,Bounties,Global Hackathon,USD,554.94,0.9711,571.48
TXN-397048,12-07-25,Europe,Developer Grants,Core Contributor Fund,EUR,26291.12,0.8889,29577.66
TXN-925613,12-07-25,Americas,Developer Grants,Spring Builder Cohort,USD,22808.35,0.9524,23947.85
TXN-103825,12-07-25,Africa,Marketing,Global Hackathon,NGN,2334.67,1195.7998,1.95
TXN-279577,12-07-25,Asia,Bounties,Core Contributor Fund,SGD,4340.32,1.3586,3194.8
TXN-873085,12-07-25,Africa,Marketing,Regional Meetups,NGN,2030.67,1203.8165,1.69
TXN-481977,13-07-25,Americas,Event Logistics,Core Contributor Fund,USD,4878.91,0.9916,4920.24
TXN-483334,13-07-25,Africa,Developer Grants,Core Contributor Fund,NGN,9326.45,1177.2437,7.92
TXN-206745,13-07-25,Africa,Marketing,Core Contributor Fund,NGN,2265.39,1108.4574,2.04
TXN-179918,13-07-25,Americas,Marketing,Global Hackathon,USD,7553.02,1.0078,7494.41
TXN-981441,13-07-25,Asia,Event Logistics,Core Contributor Fund,SGD,33611.33,1.3361,25155.49
TXN-843572,13-07-25,Americas,Developer Grants,Spring Builder Cohort,USD,5111.36,0.9957,5133.34
TXN-327997,13-07-25,Africa,Platform Subs,Organic/None,NGN,3581.37,1104.5152,3.24
TXN-128369,13-07-25,Africa,Bounties,Core Contributor Fund,NGN,184.76,1156.0942,0.16
TXN-789126,13-07-25,Americas,Developer Grants,Core Contributor Fund,USD,1734.19,0.9674,1792.61
TXN-229065,13-07-25,Europe,Developer Grants,Global Hackathon,EUR,777558.91,0.9109,853633.76
TXN-363881,13-07-25,Africa,Bounties,Organic/None,NGN,1047.75,1095.6591,0.96
TXN-123472,13-07-25,Asia,Developer Grants,Spring Builder Cohort,SGD,31925.49,1.3235,24122.62
TXN-697942,13-07-25,Americas,Bounties,Regional Meetups,USD,639.48,0.9504,672.86
TXN-414731,13-07-25,Europe,Developer Grants,Spring Builder Cohort,EUR,118906.62,0.8978,132448.06
TXN-783900,13-07-25,Africa,Event Logistics,Core Contributor Fund,NGN,46874.39,1139.8537,41.12
TXN-162630,14-07-25,Asia,Event Logistics,Regional Meetups,SGD,230144.62,1.3068,176119.4
TXN-531739,14-07-25,Asia,Event Logistics,Global Hackathon,SGD,17501.89,1.4171,12350.77
TXN-447139,14-07-25,Africa,Bounties,Organic/None,NGN,3648.31,1133.0493,3.22
